@rowCount	3257
w	d	cache	q	s
lo mensi be mi ku se jibri	My sister has a job.	lo,mensi,be,mi,ku,se,jibri,my,sister,'as,a,job	NONMMMQLNNOMOLLNQQLJMMPMOPLPPMMPPSUTOQRNMKQMNNPPQNOLPQQQNMOONQMQLNMONKLPPRRSSTTNKKMSLNMOQKPNPNPLPROUMQQPNQPPOMNNNQPOORMKPTJNPLOORUPRTRNQNQMOKLOSQOMTQNLSLORLQRPRQMMJNNPNMOQOOMVMSSNNOPMQTMQNMPLRONRNPPLTLPLSOMMNSMRQTPINQONOOMOOOMNPRMNNOQNORQPQPQNLKQPSSNNOMONNMKPOIMQOSKPPMLONROKNQQSMQMNNRNKRNMLKOSOQMPJPPNMSLNPMQNSPPMMONMLORQOLNPROPMRNONSQUPOMQLRSNMPUNPOQNNMMPIMKQTMPMNOIOLONOSOLQNNPQOMM
lo mensi be ra na ka'e tavla do ca lo cabdei	His sister can't talk to you today.	lo,mensi,be,ra,na,ka'e,tavla,do,ca,cabdei,cabna,djedi,his,sister,can't,talk,to,you,today	PSNMOKRLPKMQMPPOQQGPNSOONRNNOOLNLPQOMPQMKORONNMNTNKOPOPTNQSPNOPMLRKMNTMQOOORPPUPKNLOONMKKPNNQPQLNPGUPROPOOPOMNMKNNRLRQONOOKQNOROTTOPSPNOOMONOKOURQPQPMOQPRPMOPLTTQOLPMMOOPPMJOSQRMMPNNNOQPPSSLPOPLLMMONQLPMQNOMOTOONMPJPMMKQOLROQSMPPLLTPPPORNQPTPNMNROROMOQPLPMMOQSGNPLRNRNQPPQQQPOTRPMONLNNOMPNSKMTRQMNPMSKMOLNRNKSOSOQMOMMRKOQMIJORRKMTOOOOOMQKPNQLOSPLQSRPQQMPLLNMMLQNOPNORJKLLROQPOPNPOQPNM
lo mentu cu du lo snidu be li xa no	There are sixty seconds in a minute.	lo,mentu,cu,du,snidu,be,li,xa,no,t'ere,are,sixty,seconds,in,a,minute	STNMKRONSMSNOONKNPLRNMNOOOLQPPNQVOMONPPLQJOPPQOPQNMRNOONPMOPMNNOOKQMQQPRQTPLNMRKRKPSONUULKIOMOPONTMPNMLNPNOVORPNQPSNMOSNPQNMPQSOLOOMNMMOQNKKPNQJSQNMNQPNQPMOQPORLMPLRPNQKQMNLQRQNQNSONNNPQMTPRROPPMOMRLLRLOMTPNNQLNKTNONMONNQOLOONNTSQQSIOQLONMOTPPRQNNQNRQKMNLOLNKNONQNQMOPNOQOHNONONOMLKUPRPNPQSPQMOQPJPMPNQPLNNLPKRPPMORTRTQOOMPNPQORMLQQPOOINMMONPONMPPSNMKOHQQNPOOJMILQPPNOMPQRPQNQNGKOOQPK
lo merbau lo glibau cu frica ma	What's the difference between American and British English?	lo,merbau,glibau,cu,frica,ma,merko,bangu,glico,w'at's,t'e,difference,between,american,and,britis',englis'	SKMNMNRLQNOPOMNOPLNNQQORRQPQORNMQNLOQMLMJKOROTMSNPPRPPQNMSPLIMOTOMLOOLLPQSMLRNKOMPONQKPQNOPNMSOLMRKPPPNQMOMOSKQOLTQNMLQNOUOKKMPOQOMRQONRQOTNRLPRNPMOLTTOOIONOOPQPQNLQLNNLNQQQMMPNPRMONSPSQPLOTSLNPQNNPPOSRPPPMQPJOOOLMPRSMMMMLQOKOLSNNRRUMMNPRQJQORQNOMLNKLONKSSLPITOMOPKMPPPPLMKOPRMOMNQIKNROONKQPSRONKOKPPPKPOLOORKRKTOORNMNMOLONNOMNRONMMLINRNRPQORPPKRQPMKQPPPLKORPPQLNQSPLQOORLOPRQNJRNOQSM
lo mi bruna cu kakne lo nu klasazri lo karce	My brother can drive a car.	lo,mi,bruna,cu,kakne,nu,klasazri,karce,klama,sazri,my,brot'er,can,drive,a,car	QSMOKORPMMQPRROLPPJONQPNLOLRPMMLNQOLMORLNMQMONQOSOMORNOPLPMQNNONMOLMMRPOPPONPQQMJNJNNMMOKRNORNNNQMKSQPQPJTORPNPMPNNLLSNNKOORRLOOPQPTRPMQMLSONNRTMMLLNNPPNRQMVROSNRMNNNNRPLLNLPTOMNMMNJOPROMQNQRRKNPPOPPNILNQMOKONOPPPRHMQQPLOLMOMORNSKPMRQJQUNOOQPOONQRULOLRQPONNJMQKNKNTKRPPLSMQSPPRONMRLPQQPMTMMJMOQQLOPJQOQMJNOMPPKRMQPPSMPIOQPLNNSRNLRSNROPORNNMPMRURKORPMLQPQQMQOPMSRMRLPMKPRNOMSPMNQMNSSON
lo bruna be mi cu ricfu	My brother is rich.	lo,bruna,be,mi,cu,ricfu,le,my,brot'er,is,ric'	QTNPMLRQOMNNPMOLPPILKNQMQPPPRNOMOQRONPRPOLRMOMPRRRKOPORRNMPNMQNMNONRLOROOQNNPPNPMLINNPNNPNOPNOMPQMLURNTNMQPVPMMMNRPNMPPORPLQPHNOPROUPRMMJMQPMOOPNOOOONPRLOQJTQOQSMJLOMOPMNOMNQRPPKOLNKMKROOPNNNTLRRQNOPPOONQKQNRQORRQQHNQQNLPLLOMORRQMNPORMRQOOOSOQNOQPWNOJRNRMNMGMQLKOOSLONOKOMTPNQROMPPNPOLPMXKQOLMOPJNNJTPSQOPMNMMLPNNPNOPMNOPOOOOQQQQRONOMPNQLOKRMVQPMQSPQOPLPQOPOPNPQKOMONMPLMQPONJNRPMVJML
lo mi bruna cu simlu lo ka se pluka lo ma'urcu'e	My brother seems to enjoy himself at college.	lo,mi,bruna,cu,simlu,ka,se,pluka,ma'urcu'e,makcu,r,ckule,my,brot'er,seems,to,enjoy,'imself,at,college	TQOPLNRMJNOPOQRLOMOLMRQMROONQOPNMQQPOQPNNPTPMKNKURNNRLRWOOLNMQNOMOONPQQPPRTPMPQOPRKNLIMMOPLPLLOPPPJSNPRRKQPSRPLLONQQOPNQOQORNLNORPMSOQOLLLOUPSPPLQNNPOPPLOPMRQMRKLPOOSPPOQNPMQTMPMMLRKMNQONOPOMPNNPPNNNMIHONKLLMRJNNOTKJSSRKPPLORNQPOLMOPPOSPQLOQSOORRQPMNLOMRORQJOPIPLRVLPNTMONOQJNQLQNMMMPPOOPNPLNNRNKNLJRORLNLLMNKMOOPPOOPNOOMNLPOWPLPOQNPMROTPNOPLSSKNRQPPMQNKRKSMPMNOOOQRRPRPORKMQLNPKNRPNN
lo mi bruna cu sutra tavla	My brother speaks very fast.	lo,mi,bruna,cu,sutra,tavla,my,brot'er,speaks,very,fast	SOOLKNQJQIOOLPPKQQLJNSSOQPKPSNOOSRKRMQQMNNSLPMMPROIMSPQSPQMOJMNOMQOPNRPRRPLNPMRMNLKOPOMMIMNNPOQPQNHTQMOOLPPSMQMMOSNNNPMPMRMPSNPORROSOOOONKPLOPLNNPMLSMQPRPPKRQMPNLOJRONPNNMMNPNPNOQNKMQMTQOUPNPSQLKQPLNLOMMPKPKPONNPPOLLRPNPQKKOORRUONQUNNPPQNSQURUQQNOSMLMONOMQKMNRJMNPTNOMOKONMROQQNPNOKPOPNMORSONVSONMRLRLPKNNPNNLNONSPOQQNMOMNPMQQOONNQNQNROPONISOSQOKPSPLLRJNQONQRPOONNMOOJRLMRQRPQNLQORRLL
lo mi bruna cu vajni mutce .i se ju ri jinvi lo du'u go'i	My brother is very important. At least he thinks he is.	lo,mi,bruna,cu,vajni,mutce,.i,se,ju,ri,jinvi,du'u,go'i,i,my,brot'er,is,very,important,at,least,'e,t'inks	RTOKMOSMOMMMNOQNNNGMLNSMOOOOQMNNRQPSPQRLOOTMOLRMNNMNQPSTQKMNKSMNHNONOQQPSRNNMQQQNNKPPNLKLOMORMQPRPGRMNQQMROTQMNLPRQPQRMLNSORRKOORROUNRNMNNRRPOMSMOMNOONONPQLNQNQPNLLOLNNRPLPMOUPRLQLPJMMRPNOPKQTPMMPMMOONLLRKNMSOMQMNNOONPNNPMIOLOUQPKOLPPMSPLNPPPOLRPNTNOMNPNLNLHNPNNOQSNMMNOSRMPLQOMRSMMQOONOULSNONPQJMPKPOROMPLKMPNSOPQNPNLMOOPNNPRPPMURONLSLSLMKQMORRLQSPPOPONPOQNPOOQMTMOONOKLPNRNNPQOKVQLL
lo mi bruna cu xabju lo cmalu cmatca	My brother lives in a small village.	lo,mi,bruna,cu,xabju,cmalu,cmatca,tcadu,my,brot'er,lives,in,a,small,village	USLNONMMLMULOOPONROJKPRMPOPRROPOPORTLQQMOPTLNOPNSOMMPPQQMOMNOPKNMPNPPJOOOTKMLQQOKNLMMNOMNNPSNNNLRQJTOLQQORQROPMKNQQKOQKPORMNRPQOURLTTOMNLNSMOLOQPLPPLMPPNOQLQPNQPMOPONMQOOONOPUQONPLIOONQPQRRMQSPJPOOLQMNMNPJQIPPNLRNOLOMPONOKPOMNRMPMQQQQHRSOOSQRRMPROTPOJPLNLKNLKONMMPRNNOMKQNOPPSQNPNPOOPPNKWMPKMQQMKPMLSOSPOPKLNNIRNOROQPLOOOONOPURQPUNOQPPKSLMOOMPROIPRPNMTNOQMPQOMNMNOMQQKPNOQOPPKPRQNQRKL
lo mi bruna goi ko'a cu pu ta'e cikna ca lo nicte .i mu'i bo ko'a tcidu lo brafi'a	My brother would often stay up all night reading novels.	lo,mi,bruna,goi,ko'a,cu,pu,ta'e,cikna,ca,nicte,.i,mu'i,bo,tcidu,brafi'a,i,barda,cfika,my,brot'er,would,often,stay,up,all,nig't,reading,novels	TRNQLPOMONNUQQOMPQOLMQVMROPLPNKOLMPOPQPNQMPOMNNMPTOOONQTMPROLQNNMRKRPQMQSONNOISOLPOOMMPMMOPMONMONNIQQPSSNMONMKMNQRPOQRNRPUNNQMPOSQJTSMMQOLPPORPSOQNJOLPOMNOLOQORNLNOQQOPKPONMQSOOOOLMIOONORRTMROPNOOJLMLMJKNMNKMUNOLMPLLLRPKRJLOOKNOPMJNPPMSONPLRQOSPNMNSPNRKRLONMMQKMKPUMQKQOMOOQOPOOMQPONROOOQNPMOOQRKPQMSNPLMJMLRKKPNQQRNPPQONKMOPSSNMRQMVKPMULMOTOQPQQOPOQRRONQMSQOROLMQOOSNRROPTPQLPPKMRPIM
lo mi citnymau bruna ca'o zgana lo se tivni	My little brother is watching TV.	lo,mi,citnymau,bruna,ca'o,zgana,se,tivni,citno,zmadu,my,little,brot'er,is,watc'ing,tv	RONLNQQQNMONMRMJQMMLNRPORROQRNQLQQMMNPOPOMOKNKNKTQMPSPROOOPONPMQJOPOPMMQSROMPMTPKLINQPOMMNLTQPNMQLHRPMSPOOSTOMMNPOOPOPNLRQKQSJMOQPLQQUPPPMPOMONOMOMNNNPPOPOLPQMROPKJOPNRPOKNMOTQPMQMOIQPPNQOSNRQNMSSKKNPNHNNMPKNSLSPLOIMMQMJONMOPNONOLRQQNNPNLNQQSQPRONQRKNSNRMLPMNSOMLOUMRRQNNQLPPPQMOTOPOOOKNOMUPOQSOLOKNSNQMOOLLONJSOOQOQNQPOPNMMRTPJNORNPOTLNNPPOMSQRJPTPMORKLPNRORPPNNOMPRLTNNQMORMPMLPQSLN
lo mi cukta dakli cu mutce tilju	My book bag is very heavy.	lo,mi,cukta,dakli,cu,mutce,tilju,my,book,bag,is,very,'eavy	PPLROLSQRSNMOOMNNOKNNPOPOONMOMOPMNMQQMRMMRQQNQNSTRPOLLOQSJNNPRNQPQPNMONPOQQLNLRQJLOQMNQKLOSMOTLRNPMRPVUPNNRMNNNOQPNRUTJRKQKONNOOOPPRMJQPLPPOMOONNLPOMIPLQPQOPOPKPKLOOQTPMMPNQQTOKPNJMOLLRSSQPTQVSOMPNLMMUNNPMLLLPLQNKOMMNPOOLIMOSMNRSNMOLNLMLRVPMRMMKRPQPLLNMROLQRLMOPROMNPLNLONSOOOPOPUPMQMKQOPPMOMPQMOQPOOTRQOPLOQMRONKPPQRNSOMNQQPPSRNPOKPROPPNLNOMSQRPOOSRQPJNQMMPQQPONQQONPPPQLQPLRKTOQQIHM
lo mi cutci cu dukse lo ka cmalu .i mi nitcu lo ka cpacu su'oi cnino	My shoes are too small. I need new ones.	lo,mi,cutci,cu,dukse,ka,cmalu,.i,nitcu,cpacu,su'oi,cnino,i,my,s'oes,are,too,small,need,new,ones	NMRNPJNPNSORKNNPNUMMMLLQKOONLPNOQQRKQPMRRMOONLQQPSMPLNRMNOPKTQMPLPQONRKONTMPNNNTHPQOPQOOPLMPMQLLOMOQRQRPPQMSSSONNQPPORPQNPNMLQLOMSMPOPQNOMNQNKPNPOOLONRRRMROMNQOTOMOQPQLROQORRSPMJNOOMOKPOOLMQPRPLQPLPPNRRMMNRHKOLPSPKLSPLINNLLOQQNPMQQSPMMMQNQNRRPMORPPOMSNHPONMSQOIOQOLJSNLJPOOMOPNMLRNPOOMNONOQOPNOPQPRMLOSQQPLPRQURTMRNRRPNORRQUPNJQPNMNRTPMONNMKNSRQMPLNQRMRNOOLPOJKMPOKKRRJQONPMPNOSNPNMKO
lo dakfu pe mi kinli	My knife is sharp.	lo,dakfu,pe,mi,kinli,le,my,knife,is,s'arp	PLOPLLSPNPQLMPMLPLLOLUOONPPRNNNLQRPMNOQNLORPUNPORMHOLJOOPRRPPOOONPSKLSQONQOJNOQSHLMQPPQNLOQRMSNPRQKTLLKOQSOONLNSKQQOOOPQONKSKMPONRMMMNMPLOQKLOPMSOOPMOOPLPQLPPPORNKPSPKMPRNNRQPPMPONVSKOQPOPQLNTMOORRLLNPOMNOONMPTPLNQMLPRKMOOKONQPTLNMNLMOLONSKPROLKPTMNPLNKPQLNMNSKMOPOPQUMMTPPSRSPNPPOJONOQMTTKOQPPMRNONLPOOQPNMQNMRQMNMOPOKOPPMQPQNMNMONLQMLOQPQNNTNOONTPUOOROLMLQPQOMNPKPUNRNONQOMRQQNPQLIP	👎👎
lo mi dakli cu mutce lo ka tilju	My bag is very heavy.	lo,mi,dakli,cu,mutce,ka,tilju,my,bag,is,very,'eavy	QQLRRKURPPNLNQMOPOIMNPOQMQMOPMNOOONQOMQMMPROOPNSTRPNMNNNRKNLPSNRQOPNOOOOLRQMPNQRKMNRNOPMJORONSMQOPKRQTTRNPQNPPNPQQNSPSGPKOKOPNNOMNOSKJOOKPOOMNPKPLROKIPKQPQMOPOMQNLOPRQNOMONQOSNJNPMNQLMSQQPPSOVRMOPPOOMVPNPNMMOPMRPNOLPNPMNMILORPPQSOMOKPOMKRXQLRLNJSOQMMMPMPNKORNNPPROKOQMMJOMROPNNQPSONOJMQNNQOPMPRMMRRQKTTTOPLPQMQNPKSOQQNROMNRRPOQQNPNLNSMOLOLKMNQQRNOORTQPJMOMONRQQOOQPNMQNOPKPQMQLRPQPKIK
lo mi famti cu ralte lo gerku	My uncle keeps a dog.	lo,mi,famti,cu,ralte,gerku,my,uncle,keeps,a,dog	KQPOKORNRNQPRQMOMNMJMPQNMOMMSMOIKQQNOQROMQTKNQOMROOSRQRPPOKPPSNOMOMROQRQQRMOQPSPKJNQQLQLJNMLSKNPPNJRNROOPRLRQPNQNSONNOQNNPKRPNQOPNNNPQMRNNOONOMOOMRLKOQQOPNLMRQNPPLJOLOMSOPSPNRNKOPMQLMKSNOSTQPQPJOOKQPNMKMNNSNLRPOSLPOONRNKSNMOMORNOMLNPQNRRPQPNOPILSRRLNJONNMLNLMOOLMPTPNQQPOMOQKNQLOPKNMNNQLXMNLOMQNNLNKUOJOPJKNPPKPQQPRPOMNONQQQRPRMMQQPMOOOSPQQNOVNNMSPNTPRLNPLPMQNQSJQPTTJOPMONQOIPMSOQRPP
lo mi famti pu dunda lo kacma mi	My uncle gave me a camera.	lo,mi,famti,pu,dunda,kacma,my,uncle,gave,me,a,camera	LSMLNLSROOUORROKPMKNNOQLOPMOQNOJNPQNQNPNNQUOQRSORONPPOOPNNMOKNNPNRPMROORQRKNQPNNOKLQPNQNLLLKLMLLPNMTQNPMPSMPROMRPRPKMQPNONLRLNSOQRRPTPLQLNSNNQMTLKQPIKRRPRNNRQPQPLPLQLQMRQKNRNQPKOOLOJMNRONQRQORKKRRNNNPJLPRKOLOPQPRNOMMNPLNQLLONQMMQJPPTRQOPMQNOONMMTVQNPNQPNQNQNOQQNOORRPSNLNOPQKOQNONOLRPLOFPNPLPKUOQNQNRMPMLLJPQRMSLNMQOPPNONRRNQMPPMKOOPPRNQONNNLSMOLPORQNPMNOKNMQLPQMRNTUJOQNPPSNKRLOPRPIO
lo mi famti pu smusku fi mi fe lo lisri ne tai lo xajmi	My uncle told me the story by way of a joke.	lo,mi,famti,pu,smusku,fi,fe,lisri,ne,tai,xajmi,smuni,cusku,my,uncle,told,me,t'e,story,by,way,of,a,joke	MTMSLLPRMLRQSOMNLOLMSQQONNLPPPNLONONRPQOOQSORRMQPOOQPNPNNNNOPNOPPMONPNSOORKPSSOOKLMPNKOONNNJNNOOMPMRNQQKPUNRPOQPQTQOPMNONQLSLRROPMQNWNLPNPPKNKIQJMRNNNPLKTLNOQPOQMPMQLOQNMMPOONNKNNQPKQOTLQSTSPRNLPOMLPPKNMQMQLOUONOMONKMOLORJOOKRNLRILTPPNNQNUMSQMNMPNOMNRPMPPONNLONNPKSOPPOOPPPPMPQPOIMMNMKPIQOOJOMTRNMQORLNLMKLPQOLQQLQOMROQOOUQMPPPQMRLRRPQNSMOMPQUMMQQONQNPJMMNRPPIPMPSNSPLOSPPOQMILMPMQQOQ
lo mi fetsi xirma co'a se jbena	My mare foaled.	lo,mi,fetsi,xirma,co'a,se,jbena,my,mare,foaled	QOSPMLRQPONKQPLONNLQLSMPLMKOKNJLSPKPLLROPJPMURSMQSNMKQMPNROMMSQRNQJNPSSOPMOROOTOLJNPPNRKMLOOLRPLOMLSNROOMRNNLLLLPQRSINPNNOPMNLQONLONTPMOLLRQPJQORNPRNRQNMOMLLSPKRMJLMKJRSNSOMQNUNOPMNNNQNNLQRMQMNJOROPLPPLOOQLMJPPKPOROOORPPOJNOOONRQNQPMSNLQOPPQMSONPSMNSMPQNLNMONURNPNQNMRQRNRTRPPONQQSMPONMMRNMNOLOOQLRONQMQPMOSORJQPPMQRONROOPNPSOMQMOMPONROROOLLQKIMNOSLOPQOILONQOMORRMQQTOPOOMUROPPNNSOQQN
lo mi fonxa cu se zerle'a	My cellphone has been stolen.	lo,mi,fonxa,cu,se,zerle'a,zekri,lebna,my,cellp'one,'as,been,stolen	ISUKPPQPTPRPSKPJQOLLNQNLRONRMNNQRSOKNNQPMLPNPROOQMPRLRIPSRUPPSOOKNLMSUQOQSPRPNLRNNOQQRNSPHKPLNLNMNNOPQRMRKMNQPQPQQPPORPPNNPRJOPOOUMONKQMNQNPNMPPPKPOMORQRMOJQNPNRPQQQNNMMNQLRMLOPNNLPNLMPOSNOQMPOJPONROMPMNSONMMNOQPOPMHOSNMKNOONKOLQKORKPOOPQTOQPOPNSSTKMNOLMLLMTPOPPPMLPPMJLSQQRROQNKQTLQMQRLMOOPNPPNQNOQMJRJMVJOLPNTQMKLMMQPORROOQLOOPNMKOSMOQKQPNQQMQMOPSQMOMNJNMLQLQPMQNNTKQPLMONQMQOOPNPOM
